"ЧТ","10:00-11:20","5-109","Історія радянського суспільства","0","Шліхта Н. ","1"
"ЧТ","11:40-13:00","5-109","Історія радянського суспільства","0","Шліхта Н. ","1-11"
"ЧТ","13:30-14:50","5-109","Історія радянського суспільства","0","Шліхта Н. ","1-4"
"ЧТ","13:30-14:50","5-109","Історія радянського суспільства","1","Шліхта Н. ","5-11"
"ЧТ","15:00-16:20","1-121","Історія радянського суспільства","1","Шліхта Н. ","2-5"
"ПТ","13:30-14:50","9-18","Ментальні мапи європейського простору: погляд ХХ ст.","0","Бетлій О. ","1-5"
"ПТ","13:30-14:50","9-18","Ментальні мапи європейського простору: погляд ХХ ст.","1","Бетлій О. ","7-11"
"ПТ","15:00-16:20","9-18","Ментальні мапи європейського простору: погляд ХХ ст.","0","Бетлій О. ","1"
"ПТ","15:00-16:20","9-18","Ментальні мапи європейського простору: погляд ХХ ст.","2","Бетлій О. ","5,7-11"
"ПТ","15:00-16:20","9-18","Ментальні мапи європейського простору: погляд ХХ ст.","1","Бетлій О. ","4"
