"ПН","08:30-09:50","2-404","Англійська мова","78","Залєська Л. М. ","1-14"
"ПН","08:30-09:50","4-320","Англійська мова","79","Сидорова О. Ю. ","1-14"
"ПН","08:30-09:50","8-8","Англійська мова","80","Прісна Т. Б. ","1-14"
"ПН","08:30-09:50","8-6","Англійська мова","81","Малайок Ю. М. ","1-14"
"ПН","08:30-09:50","2-402","Англійська мова","82","Іващенко П. А","1-14"
"ПН","10:00-11:20","4-100","Українська мова за професійним спрямуванням","0","Голосовська Г. Г. ","1"
"ПН","10:00-11:20","4-319","Українська мова за професійним спрямуванням","5","Голосовська Г. Г. ","2-14"
"ПН","10:00-11:20","9-8","Цивільне право","1","Дзера І. С. ","9-15"
"ПН","11:40-13:00","4-100","Українська мова за професійним спрямуванням","0","Голосовська Г. Г. ","1-7"
"ПН","11:40-13:00","4-319","Цивільне право","2","Дзера І. С. ","9-15"
"ПН","13:30-14:50","4-425","Українська мова за професійним спрямуванням","3","Голосовська Г. Г. ","2-14"
"ПН","13:30-14:50","8-12","Цивільне право","3","Дзера І. С. ","9-15"
"ПН","13:30-14:50","4-314","Конституційне право зарубіжних країн","1","Шипілов Л. М. ","4-14"
"ПН","13:30-14:50","4-100","Конституційне право зарубіжних країн","0","Шипілов Л. М. ","1"
"ПН","15:00-16:20","4-100","Конституційне право зарубіжних країн","0","Шипілов Л. М. ","3-12"
"ВТ","10:00-11:20","4-101","Цивільне право","0","Дзера І. С. ","1-6"
"ВТ","10:00-11:20","4-319","Конституційне право України","1","Савенко М. Д. ","7,9-14"
"ВТ","10:00-11:20","4-425","Історія української культури","1","Івашина О. О. ","9-14"
"ВТ","11:40-13:00","4-101","Цивільне право","0","Дзера І. С. ","1-6"
"ВТ","11:40-13:00","4-319","Конституційне право України","2","Савенко М. Д. ","7,9-14"
"ВТ","11:40-13:00","4-425","Історія української культури","1","Івашина О. О. ","9-14"
"ВТ","13:30-14:50","4-319","Конституційне право України","3","Савенко М. Д. ","7,9-14"
"ВТ","13:30-14:50","4-425","Історія української культури","1","Івашина О. О. ","9-14"
"ВТ","15:00-16:20","1-217","Політологія","0","Якушик В. М. ","2-9"
"ВТ","16:30-17:50","1-217","Політологія","0","Якушик В. М. ","2-9"
"СР","08:30-09:50","4-425","Політологія","3","Трегуб О. І. ","4,6,9,11,13,15"
"СР","10:00-11:20","4-425","Політологія","2","Трегуб О. І. ","4,6,9,11,13,15"
"СР","10:00-11:20","4-425","Психологія соціального впливу та успіху","1","Брик О. М. ","7"
"СР","11:40-13:00","4-317","Українська мова за професійним спрямуванням","4","Трач Н. С. ","2-14"
"СР","11:40-13:00","4-425","Політологія","1","Трегуб О. І. ","4,6,9,11,13,15"
"СР","11:40-13:00","4-425","Психологія соціального впливу та успіху","2","Брик О. М. ","7,10,12,14"
"СР","13:30-14:50","4-101","Психологія соціального впливу та успіху","0","Брик О. М. ","1-9"
"СР","13:30-14:50","4-425","успіху","0","Брик О. М. ","12,14"
"ЧТ","10:00-11:20","4-101","Цивільне право","0","Дзера І. С. ","1-7"
"ЧТ","10:00-11:20","4-101","Українська мова за професійним спрямуванням","0","Голосовська Г. Г. ","9"
"ЧТ","11:40-13:00","4-101","Цивільне право","0","Дзера І. С. ","1"
"ЧТ","11:40-13:00","8-12","Цивільне право","1","Дзера І. С. ","2-14"
"ЧТ","11:40-13:00","4-314","Конституційне право зарубіжних країн","2","Черненко З. С. ","4-14"
"ЧТ","13:30-14:50","8-12","Цивільне право","2","Дзера І. С. ","2-14"
"ЧТ","13:30-14:50","4-314","Конституційне право зарубіжних країн","3","Черненко З. С. ","4-14"
"ЧТ","13:30-14:50","8-11","Українська мова за професійним спрямуванням","11","Голосовська Г. Г. ","2-14"
"ЧТ","15:00-16:20","8-11","Українська мова за професійним спрямуванням","2","Голосовська Г. Г. ","2-14"
"ЧТ","15:00-16:20","9-8","Цивільне право","3","Дзера І. С. ","2-14"
"ПТ","08:30-09:50","2-404","Англійська мова","78","Залєська Л. М. ","1-14"
"ПТ","08:30-09:50","4-320","Англійська мова","79","Сидорова О. Ю. ","1-14"
"ПТ","08:30-09:50","8-8","Англійська мова","80","Прісна Т. Б. ","1-14"
"ПТ","08:30-09:50","8-6","Англійська мова","81","Малайок Ю. М. ","1-14"
"ПТ","08:30-09:50","2-402","Англійська мова","82","Іващенко П. А","1-14"
"ПТ","10:00-11:20","4-101","Конституційне право України","0","Савенко М. Д. ","1-7"
"ПТ","13:30-14:50","4-100","Історія української культури","0","Нікішенко Ю. І. ","1-15"
